Attrition,Age,MonthlyIncome,DistanceFromHome,Education,Department,JobRole,MaritalStatus,Gender,OverTime,JobSatisfaction,EmployeeNumber,YearsAtCompany
No,34,17007,15,3,Research & Development,Research Director,Divorced,Male,No,1,1485,14
Yes,28,2909,1,3,Sales,Sales Representative,Married,Male,No,3,1486,3
Yes,29,5765,13,3,Sales,Sales Executive,Single,Female,No,2,1487,5
Yes,34,4599,24,4,Sales,Sales Executive,Single,Female,Yes,2,1489,15
No,35,2404,7,1,Sales,Sales Representative,Married,Male,No,3,1492,1
Yes,24,3172,9,3,Research & Development,Laboratory Technician,Single,Male,Yes,1,1494,0
No,24,2033,13,2,Sales,Sales Representative,Married,Female,No,2,1495,1
No,44,10209,2,1,Research & Development,Manufacturing Director,Single,Male,Yes,3,1496,2
No,29,8620,19,3,Sales,Sales Executive,Divorced,Male,No,3,1497,10
No,30,2064,1,3,Human Resources,Human Resources,Divorced,Male,No,3,1499,5
No,55,4035,4,4,Research & Development,Healthcare Representative,Married,Male,Yes,3,1501,3
No,33,3838,4,4,Research & Development,Laboratory Technician,Married,Female,No,2,1502,5
No,47,4591,14,3,Sales,Sales Executive,Married,Female,Yes,3,1503,5
Yes,28,2561,2,2,Research & Development,Laboratory Technician,Single,Male,No,1,1504,0
No,28,1563,1,3,Research & Development,Research Scientist,Divorced,Male,No,3,1506,1
No,28,4898,7,3,Sales,Sales Executive,Single,Male,No,1,1507,4
No,49,4789,3,2,Research & Development,Laboratory Technician,Married,Female,No,1,1509,3
No,29,3180,2,1,Research & Development,Laboratory Technician,Married,Female,No,2,1513,3
No,28,6549,29,1,Research & Development,Manufacturing Director,Married,Male,No,2,1514,8
No,33,6388,8,5,Research & Development,Healthcare Representative,Single,Male,Yes,3,1515,0
No,32,11244,10,3,Research & Development,Manager,Single,Male,No,4,1516,5
No,54,16032,11,4,Research & Development,Manager,Divorced,Female,No,4,1520,14
Yes,29,2362,1,4,Research & Development,Research Scientist,Single,Male,No,1,1522,9
No,44,16328,28,3,Research & Development,Research Director,Married,Male,No,1,1523,20
No,39,8376,6,3,Research & Development,Manufacturing Director,Single,Female,No,2,1525,2
No,46,16606,3,3,Sales,Manager,Married,Female,No,2,1527,13
No,35,8606,16,3,Research & Development,Healthcare Representative,Single,Female,No,2,1529,11
No,23,2272,20,1,Research & Development,Laboratory Technician,Single,Male,No,3,1533,4
Yes,40,2018,9,4,Research & Development,Laboratory Technician,Single,Male,No,1,1534,5
No,34,7083,1,3,Sales,Sales Executive,Married,Male,Yes,3,1535,10
Yes,31,4084,3,3,Research & Development,Research Scientist,Single,Female,No,3,1537,7
No,50,14411,22,5,Research & Development,Research Director,Single,Male,Yes,4,1539,32
No,34,2308,7,2,Sales,Sales Representative,Married,Male,Yes,3,1541,11
No,42,4841,2,3,Research & Development,Laboratory Technician,Married,Male,No,2,1542,1
No,37,4285,13,3,Research & Development,Research Scientist,Married,Male,No,4,1543,10
No,29,9715,8,1,Research & Development,Healthcare Representative,Married,Female,No,1,1544,7
No,33,4320,25,3,Research & Development,Manufacturing Director,Single,Male,No,2,1545,5
No,45,2132,28,3,Research & Development,Research Scientist,Married,Male,No,4,1546,5
No,42,10124,2,3,Research & Development,Healthcare Representative,Married,Male,Yes,4,1547,20
No,40,5473,9,2,Sales,Sales Executive,Married,Male,No,1,1548,8
No,33,5207,28,4,Research & Development,Laboratory Technician,Married,Male,Yes,3,1549,15
No,40,16437,6,2,Human Resources,Manager,Single,Male,Yes,4,1550,21
No,24,2296,21,2,Research & Development,Laboratory Technician,Divorced,Male,No,1,1551,1
No,40,4069,8,2,Research & Development,Healthcare Representative,Divorced,Male,Yes,4,1552,2
No,45,7441,1,4,Research & Development,Healthcare Representative,Divorced,Male,No,2,1553,10
No,35,2430,28,4,Sales,Sales Representative,Married,Female,No,3,1554,5
No,32,5878,5,2,Research & Development,Research Scientist,Married,Female,No,2,1555,7
No,36,2644,2,4,Sales,Sales Representative,Single,Male,Yes,4,1556,3
No,48,6439,16,4,Sales,Sales Executive,Divorced,Female,No,3,1557,8
No,29,2451,9,3,Research & Development,Research Scientist,Married,Male,No,3,1558,1
No,33,6392,8,4,Sales,Sales Executive,Married,Male,No,1,1560,2
Yes,30,9714,1,3,Sales,Sales Executive,Married,Male,No,1,1562,10
No,38,6077,10,4,Human Resources,Human Resources,Married,Male,No,3,1563,6
No,35,2450,1,3,Research & Development,Laboratory Technician,Single,Male,No,1,1564,3
No,30,9250,29,4,Sales,Sales Executive,Married,Male,No,2,1568,4
Yes,35,2074,2,3,Research & Development,Laboratory Technician,Divorced,Female,Yes,1,1569,1
Yes,53,10169,2,5,Research & Development,Manufacturing Director,Married,Female,No,4,1572,33
Yes,38,4855,2,3,Research & Development,Manufacturing Director,Married,Male,No,2,1573,5
No,32,4087,1,4,Research & Development,Research Scientist,Married,Male,No,1,1574,6
No,48,2367,15,4,Research & Development,Research Scientist,Married,Female,No,1,1576,8
No,34,2972,7,4,Research & Development,Research Scientist,Single,Male,No,4,1577,1
No,55,19586,26,5,Sales,Manager,Married,Male,No,4,1578,36
No,34,5484,1,4,Research & Development,Research Scientist,Married,Male,No,4,1580,2
No,26,2061,3,3,Research & Development,Research Scientist,Married,Female,No,4,1581,1
No,38,9924,14,3,Sales,Sales Executive,Married,Male,No,2,1582,9
No,38,4198,16,3,Sales,Sales Executive,Single,Female,No,2,1583,3
No,36,6815,1,4,Sales,Sales Executive,Single,Female,No,3,1585,1
No,29,4723,3,1,Research & Development,Laboratory Technician,Single,Male,Yes,1,1586,10
No,35,6142,10,4,Research & Development,Healthcare Representative,Single,Female,Yes,3,1587,5
No,39,8237,6,3,Sales,Sales Executive,Married,Male,No,3,1588,7
No,29,8853,2,1,Research & Development,Healthcare Representative,Divorced,Male,No,4,1590,6
No,50,19331,9,3,Sales,Manager,Married,Male,Yes,3,1591,1
No,23,2073,10,3,Research & Development,Research Scientist,Married,Male,No,3,1592,2
No,36,5562,6,4,Research & Development,Laboratory Technician,Married,Male,Yes,1,1594,3
No,42,19613,9,2,Research & Development,Manager,Single,Male,No,4,1595,1
No,35,3407,28,3,Research & Development,Laboratory Technician,Married,Male,No,3,1596,10
No,34,5063,10,4,Research & Development,Healthcare Representative,Married,Male,No,3,1597,8
No,40,4639,14,2,Sales,Sales Executive,Married,Female,No,1,1598,5
No,43,4876,27,3,Research & Development,Laboratory Technician,Divorced,Male,No,2,1599,6
No,35,2690,7,2,Research & Development,Laboratory Technician,Married,Male,No,4,1601,1
No,46,17567,1,4,Sales,Manager,Single,Male,No,1,1602,26
Yes,28,2408,24,3,Research & Development,Laboratory Technician,Married,Male,Yes,2,1604,1
No,22,2814,26,2,Research & Development,Research Scientist,Married,Female,Yes,3,1605,4
No,50,11245,20,5,Research & Development,Healthcare Representative,Married,Male,Yes,3,1606,30
No,32,3312,5,4,Research & Development,Research Scientist,Married,Female,No,4,1607,3
No,44,19049,7,3,Research & Development,Research Director,Divorced,Female,Yes,4,1608,22
No,30,2141,7,3,Research & Development,Research Scientist,Married,Male,No,2,1609,6
No,45,5769,5,5,Research & Development,Laboratory Technician,Single,Female,Yes,1,1611,10
No,45,4385,26,3,Sales,Sales Executive,Married,Male,No,1,1612,10
No,31,5332,2,4,Sales,Sales Executive,Single,Male,No,1,1613,5
No,36,4663,12,4,Research & Development,Manufacturing Director,Married,Female,Yes,3,1614,3
No,34,4724,10,4,Research & Development,Manufacturing Director,Divorced,Male,No,4,1615,9
No,49,3211,25,4,Research & Development,Laboratory Technician,Married,Female,No,1,1617,9
No,39,5377,10,5,Research & Development,Manufacturing Director,Married,Male,No,1,1618,7
No,27,4066,19,3,Research & Development,Laboratory Technician,Divorced,Male,No,1,1619,7
No,35,5208,18,5,Research & Development,Research Scientist,Married,Male,No,1,1621,16
No,28,4877,27,3,Research & Development,Manufacturing Director,Divorced,Female,No,1,1622,5
No,21,3117,5,1,Research & Development,Research Scientist,Single,Male,No,4,1623,2
Yes,18,1569,3,2,Sales,Sales Representative,Single,Female,Yes,4,1624,0
No,47,19658,26,4,Human Resources,Manager,Married,Female,No,3,1625,5
No,39,3069,3,2,Research & Development,Laboratory Technician,Divorced,Male,No,3,1627,10
No,40,10435,15,3,Research & Development,Manufacturing Director,Married,Female,No,3,1628,18
No,35,4148,8,4,Research & Development,Healthcare Representative,Married,Female,No,3,1630,14
No,37,5768,19,3,Research & Development,Manufacturing Director,Married,Male,No,3,1631,4
No,39,5042,4,3,Research & Development,Manufacturing Director,Single,Female,No,3,1633,9
No,45,5770,2,2,Research & Development,Manufacturing Director,Divorced,Female,No,4,1635,10
No,38,7756,2,2,Research & Development,Manufacturing Director,Married,Female,Yes,3,1638,5
Yes,35,10306,10,3,Sales,Sales Executive,Married,Male,No,1,1639,13
No,37,3936,10,3,Research & Development,Research Scientist,Married,Female,No,2,1640,8
No,40,7945,16,3,Research & Development,Manufacturing Director,Single,Female,Yes,4,1641,4
No,44,5743,1,5,Human Resources,Human Resources,Married,Male,Yes,4,1642,10
No,48,15202,4,5,Research & Development,Manager,Married,Male,No,4,1644,2
Yes,35,5440,15,2,Sales,Sales Executive,Divorced,Male,Yes,4,1645,2
No,24,3760,2,1,Research & Development,Research Scientist,Single,Female,Yes,4,1646,6
No,27,3517,8,3,Research & Development,Research Scientist,Married,Female,No,3,1647,3
No,27,2580,2,3,Research & Development,Research Scientist,Single,Male,No,4,1648,4
Yes,40,2166,7,3,Research & Development,Laboratory Technician,Single,Male,Yes,1,1649,4
No,29,5869,10,3,Sales,Sales Executive,Single,Male,No,3,1650,5
No,36,8008,5,4,Research & Development,Healthcare Representative,Married,Female,No,1,1651,3
No,25,5206,2,1,Research & Development,Manufacturing Director,Divorced,Male,No,3,1653,7
No,39,5295,12,3,Research & Development,Manufacturing Director,Married,Male,No,2,1654,5
No,49,16413,22,4,Research & Development,Research Director,Married,Female,No,2,1655,4
No,50,13269,17,5,Research & Development,Research Director,Divorced,Female,No,1,1656,14
No,20,2783,2,3,Sales,Sales Representative,Single,Female,No,3,1657,2
No,34,5433,3,3,Research & Development,Research Scientist,Divorced,Female,No,2,1658,11
No,36,2013,7,3,Research & Development,Laboratory Technician,Single,Male,No,2,1659,4
No,49,13966,6,1,Research & Development,Healthcare Representative,Married,Female,Yes,3,1661,15
No,36,4374,1,4,Research & Development,Manufacturing Director,Married,Female,No,3,1662,3
No,36,6842,3,2,Research & Development,Healthcare Representative,Divorced,Male,No,1,1664,5
No,54,17426,22,5,Research & Development,Manager,Married,Female,No,3,1665,10
No,43,17603,15,2,Research & Development,Research Director,Married,Male,No,3,1666,14
Yes,35,4581,12,4,Sales,Sales Executive,Single,Male,Yes,4,1667,11
No,38,4735,1,3,Research & Development,Research Scientist,Married,Male,No,4,1668,13
No,29,4187,5,3,Sales,Sales Executive,Divorced,Male,Yes,2,1669,10
No,33,5505,2,4,Sales,Sales Executive,Divorced,Male,No,4,1670,6
No,32,5470,2,3,Research & Development,Research Scientist,Divorced,Male,No,2,1671,9
No,31,5476,5,4,Sales,Sales Executive,Married,Female,No,4,1673,10
No,49,2587,16,3,Research & Development,Laboratory Technician,Divorced,Female,Yes,1,1674,2
No,38,2440,2,3,Research & Development,Laboratory Technician,Single,Female,No,2,1675,4
No,47,15972,2,4,Sales,Manager,Divorced,Female,No,2,1676,3
No,49,15379,1,3,Research & Development,Manager,Single,Male,No,3,1677,8
No,41,7082,23,2,Sales,Sales Executive,Single,Male,Yes,3,1678,2
No,20,2728,9,1,Sales,Sales Representative,Single,Male,No,1,1680,2
No,33,5368,16,3,Sales,Sales Executive,Divorced,Female,Yes,4,1681,6
No,36,5347,26,4,Research & Development,Healthcare Representative,Married,Male,No,3,1682,3
No,44,3195,1,3,Human Resources,Human Resources,Divorced,Female,Yes,4,1683,2
Yes,23,3989,8,1,Research & Development,Laboratory Technician,Single,Male,Yes,3,1684,5
No,38,3306,4,2,Research & Development,Laboratory Technician,Married,Female,No,3,1687,0
No,53,7005,24,4,Research & Development,Healthcare Representative,Married,Male,No,4,1689,4
Yes,48,2655,7,2,Sales,Sales Representative,Married,Female,Yes,3,1691,9
Yes,32,1393,2,4,Research & Development,Laboratory Technician,Single,Male,No,2,1692,1
No,26,2570,7,3,Research & Development,Laboratory Technician,Single,Male,No,4,1693,7
No,55,3537,22,3,Research & Development,Research Scientist,Divorced,Male,No,2,1694,4
No,34,3986,5,2,Research & Development,Laboratory Technician,Married,Male,No,4,1696,15
No,60,10883,1,4,Research & Development,Healthcare Representative,Divorced,Male,No,4,1697,1
No,33,2028,21,3,Research & Development,Laboratory Technician,Married,Male,No,2,1698,14
No,37,9525,1,4,Sales,Sales Executive,Divorced,Male,No,4,1700,6
No,34,2929,19,3,Research & Development,Research Scientist,Married,Female,No,4,1701,10
Yes,23,2275,7,3,Sales,Sales Representative,Divorced,Male,Yes,4,1702,3
No,44,7879,2,3,Research & Development,Healthcare Representative,Married,Female,Yes,4,1703,8
No,35,4930,2,4,Research & Development,Research Scientist,Single,Male,Yes,4,1704,5
No,43,7847,2,3,Sales,Sales Executive,Married,Male,Yes,4,1706,10
No,24,4401,9,3,Research & Development,Research Scientist,Married,Male,No,3,1707,5
No,41,9241,6,3,Sales,Sales Executive,Single,Male,No,3,1708,10
No,29,2974,9,4,Research & Development,Laboratory Technician,Married,Female,No,3,1709,5
No,36,4502,2,4,Sales,Sales Representative,Single,Female,No,4,1710,13
No,45,10748,1,1,Research & Development,Healthcare Representative,Married,Male,No,3,1712,23
Yes,24,1555,22,1,Human Resources,Human Resources,Married,Male,No,3,1714,1
Yes,47,12936,9,3,Sales,Sales Executive,Married,Male,No,3,1716,23
No,26,2305,17,4,Research & Development,Laboratory Technician,Married,Male,No,3,1718,3
No,45,16704,28,2,Research & Development,Research Director,Single,Female,No,2,1719,21
No,32,3433,10,3,Research & Development,Research Scientist,Married,Male,No,3,1720,5
No,31,3477,2,4,Research & Development,Laboratory Technician,Married,Male,No,3,1721,5
No,41,6430,4,3,Human Resources,Human Resources,Married,Male,No,2,1722,3
No,40,6516,8,2,Research & Development,Manufacturing Director,Married,Female,Yes,1,1724,1
No,24,3907,29,1,Research & Development,Laboratory Technician,Divorced,Male,No,1,1725,6
No,46,5562,13,4,Research & Development,Healthcare Representative,Single,Male,No,2,1727,10
No,35,6883,27,4,Research & Development,Manufacturing Director,Married,Male,No,3,1728,7
No,30,2862,16,1,Research & Development,Research Scientist,Married,Male,No,4,1729,10
No,47,4978,2,4,Sales,Sales Executive,Married,Male,No,2,1731,1
No,46,10368,2,3,Sales,Sales Executive,Divorced,Male,Yes,4,1732,10
Yes,36,6134,13,5,Sales,Sales Executive,Divorced,Male,Yes,1,1733,2
Yes,32,6735,1,2,Sales,Sales Executive,Single,Male,No,2,1734,0
No,23,3295,4,1,Research & Development,Laboratory Technician,Single,Female,No,2,1735,3
No,31,5238,24,1,Research & Development,Manufacturing Director,Single,Female,No,4,1736,5
No,39,6472,1,3,Research & Development,Laboratory Technician,Married,Male,Yes,4,1737,9
No,32,9610,19,3,Sales,Sales Executive,Married,Male,No,3,1739,4
No,40,19833,7,4,Sales,Manager,Single,Male,No,2,1740,21
No,45,9756,4,3,Human Resources,Human Resources,Married,Female,No,3,1744,5
No,30,4968,2,4,Research & Development,Research Scientist,Single,Female,No,1,1745,9
No,24,2145,10,3,Human Resources,Human Resources,Married,Male,No,4,1746,2
Yes,30,2180,8,3,Human Resources,Human Resources,Divorced,Female,No,4,1747,4
No,31,8346,5,3,Sales,Sales Executive,Married,Male,No,3,1749,5
No,27,3445,8,3,Research & Development,Research Scientist,Single,Female,No,4,1751,6
Yes,29,2760,9,3,Sales,Sales Representative,Single,Female,No,2,1752,2
No,29,6294,1,3,Research & Development,Healthcare Representative,Single,Male,Yes,3,1753,3
No,30,7140,15,2,Sales,Sales Executive,Divorced,Male,No,1,1754,7
No,34,2932,2,4,Research & Development,Research Scientist,Married,Male,Yes,4,1755,5
No,33,5147,2,3,Sales,Sales Executive,Single,Female,No,2,1756,11
No,49,4507,11,4,Sales,Sales Executive,Single,Female,No,4,1757,5
Yes,33,8564,16,3,Sales,Sales Executive,Single,Female,Yes,1,1758,0
No,38,2468,2,2,Research & Development,Laboratory Technician,Married,Female,No,2,1760,6
Yes,31,8161,16,4,Sales,Sales Executive,Married,Male,No,3,1761,1
No,29,2109,4,3,Research & Development,Research Scientist,Divorced,Female,No,1,1762,1
No,30,5294,16,3,Research & Development,Healthcare Representative,Married,Male,No,3,1763,7
No,32,2718,5,4,Research & Development,Research Scientist,Single,Male,No,2,1764,7
No,38,5811,18,3,Research & Development,Healthcare Representative,Married,Male,Yes,4,1766,1
Yes,43,2437,17,3,Research & Development,Research Scientist,Married,Male,Yes,3,1767,1
No,42,2766,12,3,Research & Development,Laboratory Technician,Divorced,Male,No,2,1768,5
No,55,19038,2,3,Research & Development,Research Director,Married,Male,No,1,1770,1
No,33,3055,4,3,Research & Development,Research Scientist,Divorced,Male,No,2,1771,9
No,41,2289,9,4,Research & Development,Laboratory Technician,Divorced,Male,No,1,1772,5
No,34,4001,10,3,Sales,Sales Executive,Divorced,Male,Yes,3,1774,15
No,53,12965,1,4,Research & Development,Manufacturing Director,Married,Female,Yes,3,1775,3
No,43,3539,2,3,Human Resources,Human Resources,Single,Male,No,4,1778,9
No,34,6029,3,2,Sales,Sales Executive,Single,Female,No,4,1779,2
Yes,21,2679,7,1,Sales,Sales Representative,Single,Male,No,2,1780,1
No,38,3702,6,2,Research & Development,Laboratory Technician,Married,Female,No,3,1782,5
Yes,22,2398,8,1,Research & Development,Laboratory Technician,Married,Female,Yes,1,1783,1
No,31,5468,29,4,Sales,Sales Executive,Married,Female,No,4,1784,12
No,51,13116,3,3,Research & Development,Manager,Married,Female,No,3,1786,2
No,37,4189,9,2,Sales,Sales Executive,Married,Male,No,2,1787,5
No,46,19328,2,4,Research & Development,Research Director,Divorced,Male,Yes,4,1789,2
No,36,8321,10,3,Research & Development,Healthcare Representative,Married,Male,Yes,1,1790,12
Yes,44,2342,1,2,Research & Development,Research Scientist,Divorced,Male,Yes,2,1792,5
No,37,4071,8,2,Human Resources,Human Resources,Divorced,Male,No,2,1794,10
Yes,35,5813,27,3,Sales,Sales Executive,Single,Male,Yes,4,1797,10
No,33,3143,8,4,Research & Development,Research Scientist,Married,Male,No,1,1798,10
No,28,2044,1,3,Research & Development,Research Scientist,Married,Male,No,4,1799,5
No,39,13464,10,1,Research & Development,Research Director,Single,Male,No,3,1800,4
No,46,7991,26,2,Sales,Sales Executive,Single,Male,No,2,1801,2
No,40,3377,2,2,Research & Development,Laboratory Technician,Married,Female,No,1,1802,4
No,42,5538,13,3,Research & Development,Healthcare Representative,Married,Male,No,1,1803,0
No,35,5762,2,2,Research & Development,Manufacturing Director,Divorced,Male,No,4,1804,7
No,38,2592,2,3,Human Resources,Human Resources,Divorced,Male,No,2,1805,11
Yes,34,5346,9,4,Research & Development,Laboratory Technician,Married,Male,No,1,1807,7
Yes,37,4213,10,4,Research & Development,Manufacturing Director,Single,Male,No,1,1809,10
No,39,4127,20,3,Sales,Sales Executive,Divorced,Male,No,4,1812,2
No,43,2438,9,3,Research & Development,Research Scientist,Single,Male,No,3,1813,3
No,41,6870,5,3,Research & Development,Healthcare Representative,Single,Male,No,2,1814,3
No,41,10447,4,1,Sales,Sales Executive,Divorced,Female,Yes,3,1815,22
No,30,9667,10,3,Research & Development,Manufacturing Director,Single,Female,No,3,1816,7
Yes,26,2148,20,2,Human Resources,Human Resources,Married,Female,Yes,2,1818,5
Yes,46,8926,21,2,Research & Development,Healthcare Representative,Married,Female,No,2,1821,9
No,40,6513,1,3,Research & Development,Healthcare Representative,Divorced,Female,No,4,1822,5
No,34,6799,8,2,Sales,Sales Executive,Married,Male,No,3,1823,10
No,58,16291,2,3,Sales,Manager,Divorced,Male,No,2,1824,16
No,35,2705,23,4,Research & Development,Laboratory Technician,Married,Male,No,3,1826,5
No,47,10333,4,3,Research & Development,Manufacturing Director,Divorced,Female,Yes,2,1827,22
No,40,4448,12,3,Research & Development,Healthcare Representative,Divorced,Female,No,1,1829,7
No,54,6854,7,4,Research & Development,Research Scientist,Married,Female,No,4,1830,7
No,31,9637,7,4,Sales,Sales Executive,Married,Female,No,1,1833,3
No,28,3591,1,3,Research & Development,Research Scientist,Married,Female,No,1,1834,3
No,38,5405,2,4,Sales,Sales Representative,Married,Female,Yes,4,1835,4
No,26,4684,10,3,Sales,Sales Executive,Single,Male,No,4,1836,5
No,58,15787,15,4,Research & Development,Research Director,Married,Male,Yes,3,1837,2
No,18,1514,14,3,Research & Development,Research Scientist,Single,Female,No,3,1839,0
Yes,31,2956,18,5,Human Resources,Human Resources,Married,Male,No,1,1842,1
Yes,29,2335,13,3,Human Resources,Human Resources,Divorced,Male,Yes,1,1844,2
No,45,5154,2,4,Sales,Sales Executive,Married,Female,No,3,1845,8
No,36,6962,2,4,Research & Development,Research Scientist,Married,Female,Yes,2,1847,1
No,43,5675,2,4,Sales,Sales Executive,Married,Male,No,4,1849,7
No,27,2379,5,2,Research & Development,Laboratory Technician,Single,Female,Yes,4,1850,5
No,29,3812,20,1,Research & Development,Laboratory Technician,Married,Male,No,4,1852,11
No,32,4648,10,4,Sales,Sales Executive,Single,Male,No,4,1853,0
No,42,2936,10,4,Research & Development,Research Scientist,Married,Male,No,3,1854,6
No,47,2105,9,4,Research & Development,Laboratory Technician,Single,Female,No,3,1856,2
No,46,8578,2,2,Research & Development,Manufacturing Director,Divorced,Male,No,4,1857,9
No,28,2706,1,2,Human Resources,Human Resources,Divorced,Male,No,4,1858,3
No,29,6384,29,1,Research & Development,Healthcare Representative,Divorced,Male,No,3,1859,7
No,42,3968,8,3,Research & Development,Laboratory Technician,Single,Male,No,3,1860,0
Yes,32,9907,2,4,Sales,Sales Executive,Single,Male,Yes,2,1862,2
No,46,13225,3,3,Sales,Sales Executive,Divorced,Female,No,1,1863,19
No,27,3540,23,1,Sales,Sales Representative,Married,Female,No,3,1864,9
No,29,2804,6,1,Human Resources,Human Resources,Married,Male,No,2,1865,1
No,43,19392,6,3,Research & Development,Manager,Married,Female,No,3,1866,16
No,48,19665,10,3,Research & Development,Research Director,Married,Male,No,2,1867,22
Yes,29,2439,24,2,Research & Development,Research Scientist,Single,Male,Yes,4,1868,1
Yes,46,7314,10,3,Sales,Sales Executive,Married,Female,No,2,1869,8
No,27,4774,15,3,Research & Development,Research Scientist,Married,Female,No,1,1870,7
No,39,3902,19,4,Research & Development,Research Scientist,Divorced,Male,No,4,1871,2
No,55,2662,2,4,Research & Development,Research Scientist,Married,Male,No,4,1873,5
No,28,2856,3,3,Sales,Sales Representative,Married,Female,No,2,1875,1
Yes,30,1081,9,3,Sales,Sales Representative,Single,Male,No,4,1876,1
Yes,22,2472,7,1,Research & Development,Research Scientist,Single,Male,Yes,2,1878,1
No,36,5673,10,4,Sales,Sales Executive,Married,Female,Yes,3,1880,10
No,31,4197,20,3,Research & Development,Laboratory Technician,Divorced,Male,No,3,1881,10
No,34,9713,4,3,Sales,Sales Executive,Married,Male,Yes,4,1882,5
No,29,2062,7,3,Research & Development,Laboratory Technician,Single,Male,No,1,1883,3
No,37,4284,7,4,Research & Development,Research Scientist,Married,Male,Yes,1,1885,5
No,35,4788,16,2,Research & Development,Manufacturing Director,Married,Female,Yes,2,1886,3
No,45,5906,25,2,Research & Development,Manufacturing Director,Married,Female,No,4,1888,9
No,36,3886,2,1,Human Resources,Human Resources,Single,Male,No,4,1890,10
No,40,16823,1,4,Research & Development,Manager,Divorced,Male,No,1,1892,19
No,26,2933,1,2,Research & Development,Research Scientist,Married,Female,Yes,3,1893,1
No,27,6500,2,2,Sales,Sales Executive,Single,Female,No,3,1898,8
No,48,17174,22,3,Research & Development,Manager,Divorced,Female,No,4,1900,22
No,44,5033,1,4,Research & Development,Healthcare Representative,Married,Male,No,1,1903,2
Yes,34,2307,16,4,Research & Development,Research Scientist,Married,Male,Yes,1,1905,5
Yes,56,2587,24,2,Research & Development,Laboratory Technician,Single,Male,No,4,1907,4
No,36,5507,17,2,Sales,Sales Executive,Married,Male,No,2,1908,4
No,41,4393,8,3,Sales,Sales Executive,Married,Female,No,2,1909,5
No,42,13348,6,3,Research & Development,Research Director,Married,Male,No,1,1911,13
No,31,6583,10,2,Sales,Sales Executive,Divorced,Female,Yes,4,1912,5
No,34,8103,3,1,Sales,Sales Executive,Married,Female,Yes,4,1915,4
No,31,3978,4,3,Research & Development,Laboratory Technician,Divorced,Female,No,3,1916,2
No,26,2544,6,3,Research & Development,Laboratory Technician,Married,Male,No,4,1918,7
No,45,5399,1,4,Research & Development,Healthcare Representative,Single,Male,No,3,1922,4
No,33,5487,10,4,Sales,Sales Executive,Single,Male,No,3,1924,10
No,28,6834,1,2,Sales,Sales Executive,Married,Male,Yes,4,1927,7
Yes,29,1091,24,3,Sales,Sales Representative,Single,Male,No,1,1928,1
No,39,5736,21,4,Sales,Sales Executive,Married,Female,No,3,1929,3
No,27,2226,2,4,Research & Development,Research Scientist,Married,Male,No,2,1931,5
No,34,5747,22,4,Research & Development,Research Scientist,Married,Male,Yes,4,1932,15
Yes,28,9854,13,2,Sales,Sales Executive,Single,Female,Yes,3,1933,2
No,47,5467,14,4,Research & Development,Research Scientist,Married,Male,No,2,1934,8
No,56,5380,11,5,Sales,Sales Executive,Married,Female,No,1,1935,0
No,39,5151,9,2,Research & Development,Manufacturing Director,Married,Male,No,1,1936,10
No,38,2133,8,3,Research & Development,Research Scientist,Divorced,Female,Yes,2,1937,20
No,58,17875,21,3,Sales,Manager,Married,Female,Yes,4,1938,1
Yes,32,2432,5,2,Research & Development,Research Scientist,Single,Female,Yes,3,1939,4
No,38,4771,9,2,Research & Development,Research Scientist,Divorced,Male,No,4,1940,5
No,49,19161,2,1,Research & Development,Research Director,Married,Male,No,4,1941,5
No,42,5087,12,4,Sales,Sales Executive,Divorced,Male,Yes,4,1943,0
Yes,27,2863,22,3,Human Resources,Human Resources,Married,Female,No,2,1944,1
No,35,5561,18,4,Sales,Sales Executive,Married,Male,No,1,1945,5
No,28,2144,16,3,Research & Development,Research Scientist,Single,Male,No,3,1947,5
No,31,3065,3,2,Research & Development,Research Scientist,Divorced,Male,Yes,1,1948,4
No,36,2810,9,4,Research & Development,Laboratory Technician,Married,Male,No,2,1949,5
No,34,9888,1,3,Sales,Sales Executive,Single,Male,No,4,1950,14
No,34,8628,13,4,Sales,Sales Executive,Divorced,Male,No,3,1951,8
No,26,2867,1,3,Research & Development,Laboratory Technician,Single,Male,No,1,1952,7
No,29,5373,1,3,Research & Development,Healthcare Representative,Married,Male,No,1,1954,5
No,32,6667,15,4,Research & Development,Healthcare Representative,Divorced,Female,No,4,1955,5
No,31,5003,1,3,Research & Development,Research Scientist,Married,Male,No,1,1956,10
Yes,28,2367,17,3,Research & Development,Laboratory Technician,Divorced,Male,No,4,1960,4
No,38,2858,1,3,Sales,Sales Representative,Single,Male,No,1,1961,1
No,35,5204,7,4,Sales,Sales Executive,Married,Female,Yes,4,1962,10
No,27,4105,9,3,Sales,Sales Executive,Single,Male,No,4,1965,7
No,32,9679,5,4,Research & Development,Manufacturing Director,Single,Male,No,4,1966,1
Yes,31,5617,26,4,Sales,Sales Executive,Married,Male,Yes,4,1967,10
Yes,53,10448,24,4,Sales,Sales Executive,Single,Male,Yes,1,1968,2
No,54,2897,9,2,Research & Development,Research Scientist,Married,Female,No,3,1969,4
No,33,5968,7,2,Research & Development,Healthcare Representative,Divorced,Male,No,3,1970,9
No,43,7510,11,3,Research & Development,Healthcare Representative,Married,Male,No,3,1971,10
No,38,2991,1,4,Human Resources,Human Resources,Married,Male,Yes,2,1972,6
No,55,19636,26,4,Human Resources,Manager,Married,Male,Yes,2,1973,10
